ID,GENRE,UR,ML,CR,MY,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
4397, Action|Comedy,8,112,5,1984,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4398, Action|Comedy,19,67,2,1989,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4399, Comedy|Drama,12,72,3,1964,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4400, Sci-Fi,3,30,3,1953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4401, Action|Comedy|Romance,4,77,4,1963,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4402, Comedy,11,47,1,1965,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4403, Horror,4,79,3,1960,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4404, Fantasy|Horror,16,90,4,1926,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
4405, Drama,12,77,1,1924,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4406, Adventure|Crime|Western,16,51,3,1962,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4407, Drama|Thriller|War,10,171,2,1986,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
4408, Drama,8,124,3,1987,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4409, Comedy|Drama,18,75,3,1992,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4410, Comedy|Crime|Drama,16,128,2,1986,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
4411, Western,1,47,1,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4412, Comedy|Horror|Sci-Fi,16,88,5,1972,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
4413, Sci-Fi,2,161,5,1965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4414, Sci-Fi|Thriller,11,96,1,1963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4415, Comedy,6,81,4,1981,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4416, Sci-Fi,17,120,4,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4417, Horror,10,167,4,1981,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4418, Comedy,5,40,5,1982,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4419, Drama|Romance,11,166,1,1955,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4420, Drama,12,168,5,1954,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4421, Drama,16,93,2,1997,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4422, Drama,11,92,3,1972,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4423, Drama,2,86,1,1960,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4424, Drama,14,60,2,1970,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4425, Comedy|Horror,15,70,2,1987,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4426, Film-Noir,6,162,4,1955,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4427, Drama,12,56,1,1968,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4428, Drama,2,48,4,1961,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4429, Drama,18,145,3,1956,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4430, Horror,18,157,3,1991,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4431, Drama,4,95,2,1936,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4432, Drama|Film-Noir,9,61,1,1957,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4433, Drama,1,93,4,1956,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4434, Action|Comedy|Sci-Fi|Thriller,1,96,5,1965,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
4435, Drama,14,160,5,1985,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4436, Mystery|Thriller,9,164,1,1976,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4437, Horror,16,141,4,1977,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4438, Action,11,109,5,1972,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4439, Drama,11,121,5,1981,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4440, Action|Thriller,13,127,2,1971,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4441, Action,13,100,1,1978,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4442, Action|Drama,10,84,3,1985,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4443, Action|Sci-Fi|Thriller,12,96,1,1981,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4444, Action|Crime,4,139,1,1972,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4445, Adventure|Documentary|IMAX,7,67,3,1998,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4446, Adventure|Animation|Fantasy|Sci-Fi,17,49,2,2001,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4447, Comedy,7,83,5,2001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4448, Action|Drama,13,86,1,2001,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4449, Drama,11,132,3,2000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4450, Crime|Drama|Thriller,1,66,4,2001,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
4451, Comedy|Drama|Romance,9,158,5,2001,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
4452, Comedy,9,88,3,2001,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4453, Documentary|IMAX,11,130,4,2000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4454, Animation|IMAX|Sci-Fi,10,146,5,1998,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4455, Adventure|Documentary|IMAX,17,170,1,1997,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4456, Animation|Horror|IMAX,15,141,2,2001,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4457, Documentary|IMAX|Musical,11,63,4,2001,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4458, Documentary|IMAX,9,116,5,1994,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4459, Documentary|IMAX,13,93,5,1997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4460, IMAX,3,93,2,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4461, Documentary|IMAX,7,92,3,1999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4462, Comedy,11,158,5,1988,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4463, Drama|War,7,37,1,1988,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4464, Comedy|Drama|Romance,16,123,1,1988,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
4465, Drama,5,81,5,1988,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4466, Action|Crime|Drama,15,54,5,1988,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4467, Adventure|Comedy|Fantasy,5,92,5,1988,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4468, Thriller,14,72,3,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4469, Crime|Mystery,19,77,4,1988,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
4470, Comedy|Crime|Drama|Film-Noir,3,138,5,1988,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
4471, Comedy,18,139,3,1988,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4472, Horror|Thriller,14,117,5,1988,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
4473, Drama|War,7,39,5,1988,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4474, Comedy|Drama|Musical,19,138,2,1988,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
4475, Drama|War,17,105,4,1988,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4476, Comedy,17,161,5,1988,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4477, Adventure|Comedy,10,154,3,1988,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4478, Comedy|Drama,17,165,5,1988,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4479, Drama,14,173,5,1988,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4480, Horror|Sci-Fi,10,165,4,1988,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4481, Drama,1,92,4,1988,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4482, Drama,5,74,1,1988,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4483, Comedy,18,146,5,1988,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4484, Drama,3,102,2,1988,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4485, Comedy,12,144,2,1988,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4486, Drama,2,104,5,1988,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4487, Drama|Romance,19,134,4,1988,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4488, Action|Crime|Drama,9,122,1,1988,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4489, Comedy,4,105,5,1988,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4490, Comedy,8,128,5,1988,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4491, Thriller,12,89,3,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4492, Comedy|Sci-Fi,10,169,4,1986,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4493, Comedy|Horror|Sci-Fi,2,178,5,1988,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
4494, Comedy|Sci-Fi,7,73,3,1991,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4495, Comedy|Romance,1,108,1,1988,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4496, Film-Noir|Mystery|Thriller,7,31,3,1988,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
4497, Action|Comedy|Horror|Sci-Fi,9,157,3,1988,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
4498, Action|Crime|Thriller,5,122,1,1988,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4499, Comedy,14,157,2,1988,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4500, Comedy|Drama,16,58,3,1988,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4501, Comedy|Horror,7,103,1,1988,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4502, Comedy,14,173,1,1988,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4503, Romance,3,71,5,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4504, Comedy,15,71,3,1988,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4505, Drama|Romance,11,157,5,1988,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4506, Crime|Mystery|Thriller,4,104,3,1988,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
4507, Drama,2,111,4,1988,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4508, Drama,6,78,5,1988,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4509, Comedy,18,133,5,1988,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4510, Comedy,11,37,1,1988,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4511, Comedy,7,126,2,1988,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4512, Comedy,3,152,2,1988,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4513, Thriller,7,49,3,1988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4514, Horror,18,116,2,1988,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4515, Documentary,15,169,4,1988,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4516, Comedy,17,64,2,1988,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4517, Horror|Mystery|Thriller,9,36,5,1988,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
4518, Horror,6,116,3,1988,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4519, Animation|Children,5,40,1,1988,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4520, Comedy,10,51,1,1988,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4521, Drama,15,68,4,1988,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4522, Mystery|Romance|Thriller,15,134,2,1988,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
4523, Comedy|Drama|Fantasy,4,168,4,1988,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
4524, Comedy,8,108,2,1988,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4525, Comedy,6,33,4,1988,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4526, Comedy|Romance|Sci-Fi,4,73,4,1988,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
4527, Comedy|Romance,15,100,1,1988,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4528, Action|Thriller|War,14,60,3,1988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4529, Comedy|Drama,19,120,5,1987,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4530, Drama,2,39,5,1988,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4531, Action,2,79,2,1988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4532, Comedy|Horror,18,157,4,1988,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4533, Comedy|Horror|Sci-Fi,5,39,2,1985,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
4534, Adventure|Drama|Western,18,148,3,1988,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
4535, Drama|Romance|Western,2,107,2,1982,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
4536, Drama,18,117,5,1988,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4537, Drama,13,172,2,1988,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4538, Comedy|Drama,9,168,2,1988,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4539, Musical|Romance,19,78,1,1988,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
4540, Comedy|Drama|Romance,12,74,4,1988,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
4541, Horror,18,140,3,1988,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4542, Action,3,39,4,1988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4543, Action|Adventure,13,102,1,1988,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4544, Comedy|Sci-Fi,4,144,5,1988,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4545, Comedy|Sci-Fi,10,96,2,1986,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4546, Drama|Horror|Mystery|Thriller,18,144,1,1988,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0
4547, Crime|Drama,3,47,3,1988,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4548, Action|Comedy|Thriller|Western,8,115,3,1988,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
4549, Drama,14,172,3,1988,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4550, Comedy,2,86,1,1988,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4551, Comedy,3,140,3,1988,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4552, Action|Horror|Sci-Fi|Thriller,3,151,4,1988,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
4553, Action|Sci-Fi|Thriller,7,43,3,1988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
4554, Drama,11,142,3,1988,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4555, Comedy|Drama|Romance,6,42,1,1988,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
4556, Drama|Mystery,13,93,4,1988,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4557, Drama,17,178,4,1988,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4558, Comedy,6,110,1,1988,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4559, Comedy,10,65,1,1988,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4560, Horror|Sci-Fi,19,80,3,1988,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4561, Comedy|Horror,3,160,1,1988,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4562, Comedy|Mystery,12,116,2,1988,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
4563, Comedy,1,44,1,1988,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4564, Action|Drama|Fantasy|Romance,17,122,3,1989,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
4565, Action|Adventure,11,104,1,1985,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4566, Action|Adventure,17,122,5,1987,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4567, Action|Adventure,12,43,4,1989,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4568, Action,18,154,5,1989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4569, Action,19,167,3,1993,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4570, Comedy|Drama,1,60,2,1989,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4571, Adventure|Comedy|Sci-Fi,3,104,4,1989,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
4572, Action|Crime|Drama,15,145,3,1989,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4573, Comedy|Drama,18,165,2,1989,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4574, Action|Thriller,14,93,3,1989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4575, Adventure|Comedy,16,156,2,1989,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4576, Comedy|Horror,14,176,4,1989,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4577, Drama|War,19,93,2,1989,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4578, Comedy|Romance,10,130,3,1989,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4579, Comedy|Crime,9,164,3,1989,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4580, Action|Sci-Fi,17,72,2,1989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4581, Drama,5,39,4,1989,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4582, Thriller,5,151,4,1989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4583, Action|Comedy,12,87,3,1989,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4584, Comedy|Drama|Romance,19,173,4,1989,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
4585, Comedy,5,152,4,1989,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4586, Drama|Thriller,1,106,3,1989,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
4587, Comedy|Musical|Sci-Fi,11,103,3,1989,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
4588, Drama|Musical,9,113,5,1989,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4589, Drama|Musical,15,159,2,1983,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
4590, Drama,7,153,5,1989,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4591, Adventure|Comedy|Fantasy,3,138,1,1989,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4592, Comedy,13,112,3,1989,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4593, Comedy,16,52,2,1989,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4594, Action|War,10,40,5,1989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
4595, Drama,19,121,1,1989,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4596, Drama|Romance,15,116,1,1989,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4597, Action|Drama|Mystery,4,177,3,1989,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
4598, Comedy,5,166,1,1989,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4599, Drama,10,151,5,1989,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4600, Comedy|Drama,8,84,4,1989,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4601, Drama|Romance,7,119,1,1989,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4602, Comedy|Crime|Romance,10,102,1,1989,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
4603, Comedy|Romance,6,47,1,1989,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4604, Drama,16,178,2,1989,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4605, Comedy,5,176,4,1989,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4606, Drama,8,130,4,1989,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4607, Drama,10,154,3,1989,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4608, Crime|Drama,16,51,2,1989,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4609, Drama,5,70,5,1989,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4610, Comedy|Crime|Mystery|Thriller,9,170,2,1989,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
4611, Drama,1,71,2,1989,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4612, Drama,5,151,1,1989,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4613, Action|Comedy|Crime,11,69,5,1989,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4614, Action,1,155,2,1989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4615, Drama,12,134,5,1989,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4616, Drama,5,36,1,1989,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4617, Comedy,1,151,5,1989,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4618, Horror|Sci-Fi|Thriller,7,155,5,1989,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
4619, Comedy,15,121,1,1989,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4620, Action|Adventure|Drama,16,75,1,1989,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4621, Comedy,16,129,1,1989,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4622, Comedy,10,125,5,1989,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4623, Comedy,15,130,1,1989,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4624, Animation|Comedy|Musical,8,117,5,1989,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4625, Drama|Sci-Fi|Thriller,18,153,3,1989,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
4626, Drama|Romance|Sci-Fi,18,137,1,1989,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
4627, Comedy,13,132,2,1989,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4628, Comedy|Drama,6,117,2,1989,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4629, Action|Crime|Thriller,18,127,1,1989,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4630, Action,10,75,5,1989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4631, Drama,17,86,2,1989,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4632, Action|Thriller,8,66,2,1989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4633, Horror,19,63,1,1989,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4634, Adventure|Comedy,14,77,4,1989,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4635, Action|Comedy|Drama,11,161,4,1989,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4636, Action,9,91,2,1989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4637, Action,12,83,5,1989,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4638, Action|Adventure|Sci-Fi,6,132,4,2001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4639, Comedy|Romance,4,90,1,2001,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4640, Action|Crime|Thriller,15,145,4,2000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
4641, Comedy|Drama,10,141,3,2001,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4642, Comedy|Drama|Musical,18,162,4,2000,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
